nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x ,Relbow_y,Rwrist_x,RWrist_y ,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y ,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y ,REye_x,REye_y,LEye_x,LEye_y ,REar_x,REar_y,LEar_x,Lear_y,class
0.48,0.23,0.48,0.33,0.44,0.33,0.42,0.49,0.4,0.59,0.52,0.36,0.54,0.49,0.56,0.59,0.46,0.59,0.46,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.54,0.95,0,0,0.5,0.23,0.48,0.23,0.5,0.23,0
0.48,0.23,0.48,0.33,0.44,0.33,0.42,0.49,0.4,0.59,0.52,0.36,0.54,0.49,0.56,0.59,0.46,0.59,0.46,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.54,0.95,0.48,0.23,0.48,0.23,0.46,0.23,0.5,0.23,0
0.48,0.23,0.48,0.33,0.44,0.33,0.42,0.46,0.4,0.59,0.52,0.36,0.54,0.49,0.56,0.59,0.46,0.59,0.46,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.48,0.23,0.48,0.23,0.46,0.23,0.5,0.23,0
0.48,0.23,0.48,0.36,0.44,0.33,0.42,0.49,0.42,0.59,0.52,0.36,0.54,0.49,0.56,0.59,0.46,0.59,0.46,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.54,0.95,0,0,0.5,0.23,0.48,0.23,0.5,0.23,0
0.48,0.23,0.5,0.36,0.46,0.33,0.44,0.46,0.42,0.59,0.54,0.36,0.56,0.49,0.56,0.59,0.46,0.59,0.46,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0,0,0.5,0.23,0.48,0.23,0.52,0.23,0
0.5,0.23,0.5,0.36,0.46,0.33,0.44,0.46,0.42,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.46,0.59,0.46,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.48,0.23,0.5,0.23,0.48,0.23,0.52,0.23,0
0.5,0.23,0.5,0.36,0.46,0.33,0.44,0.46,0.42,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.46,0.59,0.48,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.48,0.23,0.5,0.23,0.48,0.23,0.52,0.23,0
0.5,0.23,0.5,0.33,0.46,0.33,0.44,0.46,0.42,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.5,0.23,0.5,0.23,0.48,0.23,0.52,0.23,0
0.5,0.23,0.5,0.33,0.46,0.33,0.44,0.46,0.44,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.5,0.23,0.5,0.23,0.48,0.23,0.52,0.23,0
0.5,0.23,0.5,0.36,0.46,0.33,0.44,0.46,0.44,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.5,0.23,0.52,0.23,0.48,0.23,0.52,0.23,0
0.5,0.23,0.5,0.36,0.46,0.33,0.44,0.46,0.44,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.52,0.59,0.54,0.78,0.52,0.95,0,0,0.52,0.23,0.5,0.23,0.54,0.23,0
0.5,0.23,0.5,0.36,0.46,0.33,0.44,0.46,0.44,0.59,0.54,0.36,0.56,0.49,0.58,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.54,0.59,0.54,0.78,0.54,0.95,0,0,0.52,0.23,0.5,0.23,0.54,0.23,0
0.52,0.23,0.52,0.36,0.48,0.33,0.44,0.46,0.44,0.59,0.56,0.36,0.58,0.49,0.6,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.54,0.59,0.54,0.78,0.54,0.95,0.5,0.23,0.52,0.23,0.5,0.23,0.54,0.23,0
0.52,0.23,0.52,0.36,0.48,0.33,0.44,0.46,0.42,0.56,0.56,0.36,0.58,0.46,0.6,0.59,0.48,0.59,0.48,0.78,0.48,0.95,0.54,0.59,0.54,0.78,0.54,0.95,0.5,0.23,0.52,0.23,0.5,0.23,0.54,0.23,0
0.52,0.23,0.52,0.36,0.48,0.33,0.44,0.46,0.42,0.56,0.56,0.36,0.58,0.46,0.6,0.56,0.48,0.59,0.48,0.78,0.48,0.95,0.54,0.59,0.54,0.78,0.54,0.95,0.52,0.23,0.52,0.23,0.5,0.23,0.54,0.23,0
0.52,0.23,0.52,0.36,0.48,0.33,0.46,0.46,0.44,0.52,0.56,0.36,0.58,0.46,0.6,0.56,0.48,0.59,0.48,0.78,0.48,0.95,0.54,0.59,0.54,0.78,0.54,0.95,0,0,0.54,0.23,0.52,0.23,0.54,0.23,0
0.52,0.23,0.52,0.36,0.48,0.33,0.46,0.46,0.44,0.56,0.56,0.36,0.58,0.46,0.6,0.56,0.48,0.59,0.46,0.78,0.46,0.95,0.54,0.59,0.54,0.78,0.52,0.95,0.52,0.23,0.54,0.23,0.5,0.23,0.54,0.23,0
0.52,0.23,0.52,0.36,0.48,0.33,0.46,0.46,0.44,0.56,0.56,0.36,0.58,0.46,0.58,0.56,0.48,0.59,0.46,0.78,0.44,0.95,0.54,0.59,0.52,0.78,0.52,0.95,0.5,0.23,0.52,0.23,0.5,0.23,0.54,0.23,0
0.5,0.23,0.5,0.33,0.46,0.33,0.44,0.46,0.42,0.56,0.54,0.36,0.56,0.46,0.58,0.56,0.46,0.59,0.46,0.78,0.44,0.95,0.52,0.59,0.52,0.78,0.52,0.95,0.5,0.23,0.5,0.23,0.48,0.23,0.52,0.23,0
0.48,0.23,0.48,0.33,0.44,0.33,0.42,0.46,0.42,0.56,0.52,0.36,0.54,0.46,0.56,0.56,0.46,0.59,0.44,0.78,0.44,0.95,0.5,0.59,0.52,0.78,0.52,0.95,0.48,0.23,0.5,0.23,0.46,0.23,0.5,0.23,0
0.46,0.23,0.46,0.36,0.42,0.33,0.42,0.46,0.42,0.59,0.5,0.36,0.52,0.49,0.54,0.59,0.44,0.59,0.44,0.78,0.44,0.95,0.5,0.59,0.5,0.78,0.52,0.95,0,0,0.48,0.23,0.46,0.23,0.48,0.23,0
0.46,0.23,0.46,0.36,0.42,0.33,0.4,0.46,0.4,0.59,0.5,0.36,0.5,0.46,0.52,0.59,0.42,0.59,0.42,0.78,0.44,0.95,0.48,0.59,0.5,0.78,0.52,0.95,0.44,0.23,0.46,0.23,0.44,0.23,0.48,0.23,0
0.44,0.23,0.46,0.36,0.42,0.33,0.4,0.46,0.4,0.59,0.5,0.36,0.5,0.46,0.52,0.59,0.42,0.59,0.42,0.78,0.44,0.95,0.48,0.59,0.5,0.78,0.5,0.95,0,0,0.46,0.23,0.44,0.23,0.48,0.23,0
0.44,0.23,0.44,0.36,0.42,0.33,0.4,0.46,0.4,0.59,0.48,0.36,0.5,0.46,0.52,0.59,0.42,0.59,0.42,0.78,0.44,0.95,0.48,0.59,0.48,0.78,0.5,0.95,0,0,0.46,0.23,0.44,0.23,0.46,0.23,0
0.44,0.23,0.46,0.36,0.42,0.33,0.4,0.49,0.4,0.59,0.5,0.36,0.52,0.46,0.52,0.59,0.42,0.59,0.42,0.78,0.44,0.95,0.48,0.59,0.48,0.78,0.5,0.95,0,0,0.46,0.23,0.44,0.23,0.48,0.23,0
0.46,0.23,0.46,0.36,0.42,0.33,0.4,0.46,0.38,0.59,0.5,0.36,0.52,0.49,0.52,0.59,0.42,0.59,0.42,0.78,0.44,0.95,0.48,0.59,0.48,0.78,0.5,0.95,0.44,0.23,0.46,0.23,0.44,0.23,0.48,0.23,0
0.46,0.23,0.46,0.33,0.42,0.33,0.4,0.46,0.4,0.59,0.5,0.36,0.52,0.49,0.54,0.59,0.44,0.59,0.44,0.78,0.44,0.95,0.48,0.59,0.5,0.78,0.5,0.95,0.46,0.23,0.46,0.23,0.44,0.23,0.48,0.23,0
0.46,0.23,0.46,0.33,0.42,0.33,0.42,0.46,0.4,0.59,0.5,0.36,0.52,0.49,0.54,0.59,0.44,0.59,0.44,0.78,0.44,0.95,0.5,0.59,0.5,0.78,0.5,0.98,0,0,0.48,0.23,0.46,0.23,0.5,0.23,0
0.48,0.23,0.48,0.36,0.44,0.33,0.42,0.46,0.42,0.59,0.52,0.36,0.54,0.49,0.54,0.59,0.44,0.59,0.44,0.78,0.44,0.95,0.5,0.59,0.5,0.78,0.5,0.98,0.46,0.23,0.48,0.23,0.46,0.23,0.5,0.23,0
0.49,0.11,0.49,0.22,0.44,0.22,0.42,0.35,0.42,0.5,0.52,0.22,0.54,0.35,0.55,0.48,0.46,0.5,0.45,0.7,0.46,0.89,0.51,0.5,0.49,0.7,0.48,0.87,0.48,0.09,0.5,0.09,0.46,0.11,0.51,0.09,1
0.54,0.13,0.54,0.24,0.5,0.24,0.48,0.37,0.46,0.5,0.59,0.24,0.59,0.37,0.6,0.5,0.5,0.5,0.5,0.7,0.51,0.87,0.56,0.5,0.55,0.7,0.54,0.89,0.52,0.11,0.55,0.11,0.51,0.13,0.56,0.13,1
0.54,0.13,0.54,0.24,0.5,0.24,0.48,0.37,0.46,0.5,0.59,0.24,0.59,0.37,0.6,0.5,0.5,0.5,0.5,0.7,0.51,0.87,0.56,0.5,0.55,0.7,0.54,0.87,0.52,0.11,0.55,0.11,0.51,0.13,0.56,0.13,1
0.52,0.15,0.51,0.24,0.49,0.24,0.49,0.13,0.54,0.07,0.55,0.26,0.55,0.37,0.56,0.44,0.49,0.48,0.48,0.67,0.48,0.87,0.54,0.5,0.52,0.67,0.51,0.85,0.51,0.15,0.52,0.15,0.5,0.15,0.54,0.17,1
0.52,0.17,0.52,0.24,0.49,0.24,0.49,0.13,0.54,0.09,0.55,0.26,0.56,0.37,0.57,0.44,0.49,0.48,0.48,0.67,0.48,0.87,0.54,0.5,0.52,0.7,0.51,0.85,0.51,0.15,0.54,0.15,0.5,0.15,0.55,0.17,1
0.52,0.17,0.52,0.26,0.49,0.24,0.49,0.15,0.54,0.09,0.55,0.26,0.56,0.37,0.56,0.44,0.49,0.48,0.48,0.67,0.48,0.87,0.54,0.5,0.52,0.67,0.51,0.85,0.51,0.15,0.54,0.15,0.5,0.15,0.55,0.17,1
0.52,0.17,0.52,0.26,0.49,0.24,0.48,0.15,0.52,0.07,0.55,0.26,0.56,0.37,0.57,0.46,0.49,0.48,0.48,0.67,0.48,0.87,0.54,0.5,0.52,0.67,0.51,0.85,0.51,0.15,0.54,0.15,0.5,0.15,0.55,0.17,1
0.51,0.15,0.51,0.24,0.48,0.24,0.45,0.15,0.46,0.07,0.55,0.26,0.56,0.37,0.57,0.46,0.5,0.5,0.49,0.67,0.48,0.87,0.55,0.5,0.52,0.67,0.51,0.85,0.5,0.15,0.52,0.15,0.5,0.15,0.54,0.15,1
0.51,0.17,0.51,0.24,0.48,0.24,0.44,0.17,0.45,0.07,0.55,0.26,0.56,0.37,0.57,0.46,0.49,0.5,0.48,0.7,0.49,0.87,0.55,0.5,0.52,0.7,0.51,0.83,0.5,0.15,0.52,0.15,0.49,0.17,0.54,0.15,1
0.51,0.15,0.51,0.24,0.48,0.24,0.44,0.17,0.44,0.07,0.55,0.26,0.56,0.37,0.57,0.48,0.49,0.5,0.48,0.7,0.48,0.87,0.55,0.5,0.52,0.7,0.51,0.85,0.5,0.15,0.51,0.15,0.49,0.17,0.54,0.15,1
0.5,0.17,0.51,0.24,0.46,0.24,0.43,0.2,0.39,0.11,0.55,0.24,0.56,0.37,0.57,0.48,0.5,0.5,0.49,0.67,0.49,0.87,0.55,0.5,0.52,0.7,0.51,0.85,0.5,0.15,0.51,0.15,0.49,0.17,0.52,0.15,1
0.5,0.17,0.5,0.26,0.46,0.26,0.42,0.24,0.35,0.2,0.55,0.24,0.56,0.37,0.59,0.48,0.5,0.5,0.49,0.7,0.49,0.87,0.55,0.5,0.52,0.7,0.51,0.85,0.49,0.15,0.5,0.15,0.48,0.17,0.52,0.15,1
0.5,0.17,0.5,0.26,0.46,0.26,0.42,0.24,0.35,0.2,0.55,0.24,0.56,0.37,0.57,0.48,0.5,0.5,0.49,0.7,0.49,0.87,0.55,0.5,0.52,0.7,0.51,0.85,0.49,0.15,0.5,0.15,0.48,0.17,0.52,0.15,1
0.5,0.17,0.5,0.26,0.46,0.24,0.43,0.2,0.39,0.11,0.55,0.26,0.56,0.39,0.56,0.5,0.49,0.5,0.48,0.7,0.48,0.87,0.54,0.5,0.52,0.7,0.51,0.85,0.5,0.15,0.51,0.15,0.49,0.17,0.52,0.15,1
0.51,0.17,0.51,0.24,0.49,0.24,0.46,0.13,0.49,0.04,0.55,0.26,0.56,0.39,0.56,0.5,0.49,0.5,0.48,0.7,0.48,0.87,0.54,0.5,0.52,0.7,0.51,0.85,0.51,0.15,0.52,0.15,0.5,0.15,0.54,0.15,1
0.51,0.17,0.51,0.24,0.49,0.24,0.49,0.13,0.52,0.07,0.55,0.26,0.55,0.39,0.56,0.52,0.49,0.5,0.48,0.7,0.48,0.87,0.54,0.5,0.52,0.7,0.51,0.85,0.51,0.15,0.52,0.15,0,0,0.54,0.17,1
0.51,0.17,0.51,0.24,0.49,0.24,0.49,0.13,0.52,0.07,0.55,0.26,0.56,0.39,0.56,0.52,0.49,0.5,0.48,0.7,0.48,0.87,0.54,0.5,0.52,0.7,0.51,0.85,0.51,0.15,0.52,0.15,0.5,0.15,0.54,0.17,1
0.49,0.17,0.49,0.24,0.45,0.24,0.44,0.15,0.48,0.07,0.52,0.26,0.56,0.35,0.6,0.33,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.5,0.51,0.7,0.51,0.85,0.49,0.15,0.5,0.15,0.48,0.15,0.51,0.17,1
0.48,0.17,0.48,0.24,0.44,0.24,0.42,0.17,0.43,0.07,0.51,0.24,0.55,0.2,0.57,0.11,0.45,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.48,0.15,0.49,0.15,0.46,0.15,0.5,0.15,1
0.49,0.17,0.49,0.24,0.45,0.24,0.43,0.17,0.44,0.07,0.52,0.24,0.56,0.15,0.55,0.07,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.49,0.15,0.5,0.15,0.46,0.17,0.51,0.15,1
0.5,0.17,0.5,0.24,0.46,0.24,0.44,0.17,0.44,0.07,0.54,0.24,0.56,0.15,0.55,0.07,0.46,0.48,0.45,0.7,0.45,0.87,0.52,0.48,0.52,0.7,0.52,0.87,0.49,0.15,0.5,0.15,0.48,0.17,0.51,0.15,1
0.49,0.17,0.5,0.24,0.46,0.24,0.44,0.17,0.46,0.07,0.52,0.24,0.55,0.15,0.52,0.09,0.46,0.48,0.45,0.7,0.45,0.87,0.52,0.48,0.52,0.7,0.52,0.87,0.49,0.15,0.5,0.15,0.48,0.17,0.51,0.15,1
0.49,0.17,0.49,0.24,0.46,0.24,0.44,0.15,0.46,0.07,0.52,0.24,0.55,0.15,0.51,0.07,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.49,0.15,0.5,0.15,0.48,0.17,0.51,0.15,1
0.49,0.17,0.49,0.24,0.46,0.24,0.45,0.15,0.48,0.09,0.52,0.24,0.55,0.17,0.5,0.09,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.49,0.15,0.5,0.15,0.48,0.17,0.51,0.17,1
0.5,0.17,0.5,0.24,0.46,0.24,0.46,0.17,0.48,0.11,0.52,0.24,0.52,0.17,0.48,0.09,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.49,0.17,0,0,0,0,0,0,1
0.49,0.17,0.5,0.24,0.46,0.24,0.45,0.15,0.46,0.09,0.52,0.24,0.54,0.17,0.48,0.09,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.48,0.17,0.5,0.15,0.48,0.17,0.51,0.17,1
0.49,0.17,0.49,0.24,0.45,0.24,0.43,0.15,0.45,0.04,0.52,0.24,0.55,0.15,0.51,0.07,0.46,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.48,0.15,0.5,0.15,0.46,0.17,0.51,0.15,1
0.49,0.17,0.49,0.24,0.45,0.24,0.42,0.15,0.44,0.04,0.52,0.24,0.55,0.15,0.52,0.07,0.45,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.48,0.15,0.49,0.15,0.46,0.17,0.51,0.15,1
0.49,0.17,0.49,0.24,0.45,0.24,0.4,0.15,0.4,0.04,0.52,0.24,0.56,0.15,0.55,0.09,0.45,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.48,0.15,0.49,0.15,0.46,0.17,0.51,0.15,1
0.48,0.17,0.49,0.24,0.44,0.24,0.39,0.17,0.38,0.07,0.52,0.24,0.57,0.17,0.57,0.09,0.45,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.48,0.15,0.49,0.15,0.46,0.17,0.5,0.15,1
0.48,0.17,0.49,0.24,0.44,0.24,0.39,0.2,0.35,0.11,0.52,0.24,0.57,0.2,0.6,0.11,0.45,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.46,0.15,0.49,0.15,0.46,0.17,0.5,0.15,1
0.48,0.17,0.49,0.24,0.44,0.24,0.38,0.22,0.32,0.13,0.52,0.24,0.59,0.2,0.61,0.13,0.45,0.48,0.45,0.7,0.45,0.87,0.51,0.48,0.52,0.7,0.52,0.87,0.46,0.15,0.49,0.15,0.45,0.17,0.5,0.15,1
0.48,0.17,0.48,0.24,0.44,0.26,0.38,0.24,0.32,0.2,0.52,0.24,0.59,0.22,0.62,0.15,0.45,0.5,0.45,0.7,0.45,0.87,0.51,0.5,0.52,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.5,0.15,1
0.46,0.17,0.48,0.26,0.43,0.26,0.37,0.26,0.29,0.24,0.52,0.24,0.57,0.24,0.62,0.17,0.45,0.5,0.45,0.7,0.45,0.87,0.51,0.5,0.52,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.17,0.48,0.26,0.44,0.26,0.37,0.31,0.31,0.31,0.52,0.24,0.59,0.24,0.62,0.2,0.45,0.5,0.45,0.7,0.45,0.87,0.51,0.5,0.52,0.7,0.52,0.87,0.45,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.17,0.48,0.26,0.43,0.26,0.37,0.31,0.29,0.33,0.51,0.24,0.57,0.24,0.62,0.2,0.45,0.5,0.45,0.7,0.45,0.87,0.51,0.5,0.51,0.7,0.52,0.87,0.45,0.15,0.46,0.15,0.44,0.17,0.49,0.15,1
0.46,0.17,0.46,0.26,0.43,0.26,0.35,0.28,0.29,0.26,0.51,0.24,0.57,0.22,0.61,0.15,0.45,0.5,0.44,0.7,0.45,0.87,0.51,0.5,0.51,0.7,0.51,0.87,0.45,0.15,0.46,0.15,0.44,0.17,0.49,0.15,1
0.46,0.17,0.48,0.24,0.43,0.26,0.37,0.24,0.29,0.2,0.51,0.24,0.57,0.2,0.6,0.13,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.45,0.15,0.48,0.15,0.44,0.17,0.49,0.15,1
0.46,0.17,0.48,0.24,0.43,0.26,0.37,0.22,0.31,0.15,0.51,0.24,0.57,0.2,0.6,0.11,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.51,0.87,0.45,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.17,0.48,0.24,0.43,0.26,0.38,0.2,0.33,0.11,0.51,0.24,0.56,0.17,0.59,0.09,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.48,0.17,0.48,0.24,0.44,0.26,0.39,0.17,0.35,0.07,0.52,0.24,0.56,0.15,0.57,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.5,0.15,1
0.48,0.17,0.48,0.24,0.44,0.24,0.39,0.15,0.38,0.04,0.51,0.24,0.56,0.15,0.56,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.17,0.48,0.24,0.44,0.24,0.4,0.15,0.42,0.04,0.51,0.24,0.52,0.15,0.52,0.04,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.17,0.48,0.24,0.44,0.24,0.42,0.15,0.44,0.04,0.51,0.24,0.54,0.13,0.51,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.5,0.51,0.7,0.51,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.17,0.48,0.24,0.45,0.24,0.43,0.15,0.45,0.07,0.51,0.24,0.52,0.15,0.49,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.48,0.15,0.48,0.24,0.45,0.24,0.44,0.15,0.46,0.07,0.51,0.24,0.52,0.15,0.48,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.5,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0,0,0.5,0.15,1
0.46,0.15,0.48,0.24,0.45,0.24,0.44,0.15,0.45,0.07,0.51,0.24,0.52,0.15,0.49,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.5,0.48,0.51,0.7,0.51,0.87,0,0,0.48,0.15,0,0,0.5,0.17,1
0.46,0.15,0.48,0.24,0.44,0.24,0.43,0.15,0.45,0.07,0.51,0.24,0.52,0.15,0.49,0.09,0.45,0.48,0.44,0.7,0.45,0.87,0.5,0.48,0.51,0.7,0.52,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.15,0.48,0.24,0.44,0.24,0.42,0.15,0.43,0.04,0.51,0.24,0.55,0.13,0.51,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.48,0.51,0.7,0.51,0.87,0.46,0.15,0.48,0.15,0.45,0.17,0.49,0.15,1
0.46,0.15,0.48,0.24,0.44,0.24,0.39,0.17,0.39,0.07,0.51,0.24,0.54,0.15,0.54,0.07,0.45,0.48,0.44,0.7,0.45,0.87,0.51,0.5,0.51,0.7,0.52,0.87,0.45,0.15,0.48,0.13,0.45,0.17,0.49,0.15,1
0.46,0.15,0.48,0.24,0.43,0.24,0.38,0.17,0.35,0.09,0.51,0.24,0.56,0.17,0.57,0.09,0.45,0.5,0.44,0.7,0.45,0.87,0.5,0.5,0.51,0.7,0.52,0.87,0.45,0.15,0.48,0.13,0.44,0.15,0.49,0.15,1
0.45,0.15,0.46,0.22,0.43,0.24,0.37,0.2,0.32,0.13,0.51,0.22,0.56,0.2,0.6,0.13,0.44,0.48,0.44,0.7,0.45,0.87,0.5,0.48,0.51,0.7,0.52,0.85,0.45,0.13,0.46,0.13,0.44,0.15,0.48,0.13,1
0.44,0.15,0.45,0.24,0.4,0.24,0.34,0.24,0.28,0.22,0.5,0.22,0.56,0.22,0.61,0.15,0.43,0.5,0.44,0.7,0.45,0.87,0.49,0.5,0.5,0.67,0.51,0.85,0.43,0.13,0.45,0.13,0.43,0.15,0.46,0.13,1
0.44,0.15,0.45,0.24,0.4,0.26,0.34,0.28,0.27,0.31,0.49,0.22,0.55,0.22,0.61,0.2,0.43,0.5,0.44,0.7,0.45,0.87,0.49,0.5,0.5,0.7,0.52,0.87,0.43,0.13,0.44,0.13,0.42,0.15,0.46,0.13,1
0.45,0.13,0.46,0.24,0.43,0.24,0.37,0.31,0.29,0.35,0.51,0.22,0.56,0.26,0.62,0.28,0.44,0.5,0.44,0.7,0.45,0.87,0.5,0.5,0.51,0.7,0.51,0.89,0.44,0.13,0.46,0.11,0.44,0.15,0.48,0.13,1
0.48,0.13,0.49,0.22,0.45,0.24,0.39,0.33,0.33,0.39,0.54,0.22,0.59,0.24,0.63,0.28,0.46,0.5,0.45,0.7,0.45,0.87,0.51,0.5,0.52,0.72,0.51,0.89,0.46,0.11,0.49,0.11,0.45,0.13,0.5,0.11,1
0.45,0.15,0.46,0.24,0.43,0.26,0.38,0.33,0.31,0.39,0.51,0.24,0.56,0.28,0.6,0.31,0.44,0.5,0.44,0.7,0.46,0.87,0.49,0.5,0.5,0.7,0.51,0.89,0.45,0.13,0.46,0.13,0.44,0.15,0.48,0.13,1
0.45,0.17,0.46,0.26,0.42,0.26,0.37,0.28,0.28,0.31,0.5,0.24,0.56,0.24,0.61,0.2,0.43,0.5,0.44,0.7,0.46,0.87,0.49,0.5,0.5,0.7,0.51,0.89,0.44,0.15,0.46,0.15,0.44,0.17,0.48,0.15,1
0.46,0.17,0.46,0.24,0.43,0.24,0.35,0.22,0.29,0.2,0.51,0.24,0.56,0.17,0.6,0.09,0.43,0.5,0.44,0.67,0.46,0.87,0.49,0.5,0.5,0.7,0.51,0.87,0.45,0.15,0.46,0.15,0.44,0.17,0.49,0.15,1
0.46,0.17,0.46,0.24,0.42,0.24,0.38,0.2,0.33,0.11,0.5,0.24,0.54,0.17,0.56,0.09,0.43,0.5,0.44,0.7,0.46,0.87,0.49,0.5,0.5,0.7,0.51,0.89,0.45,0.15,0.46,0.15,0.44,0.17,0.49,0.15,1
0.46,0.17,0.46,0.24,0.43,0.24,0.39,0.15,0.38,0.04,0.5,0.24,0.52,0.15,0.51,0.04,0.43,0.5,0.44,0.7,0.46,0.87,0.49,0.48,0.5,0.7,0.51,0.87,0.45,0.17,0.46,0.15,0.44,0.17,0.49,0.17,1
0.46,0.17,0.46,0.24,0.43,0.24,0.42,0.15,0.42,0.02,0.5,0.24,0.51,0.13,0.48,0.04,0.43,0.5,0.44,0.7,0.46,0.87,0.49,0.48,0.5,0.7,0.51,0.87,0.45,0.17,0.46,0.15,0.44,0.17,0.48,0.17,1
0.46,0.17,0.46,0.26,0.43,0.26,0.42,0.15,0.44,0.07,0.5,0.26,0.5,0.15,0.46,0.07,0.43,0.5,0.44,0.7,0.46,0.87,0.49,0.48,0.5,0.7,0.51,0.87,0.45,0.17,0.46,0.15,0.44,0.17,0.49,0.17,1
0.46,0.17,0.46,0.26,0.44,0.24,0.42,0.15,0.44,0.07,0.5,0.26,0.5,0.15,0.45,0.07,0.43,0.48,0.44,0.67,0.46,0.87,0.48,0.48,0.5,0.7,0.51,0.87,0.45,0.17,0.46,0.15,0.44,0.17,0.49,0.17,1
0.46,0.17,0.46,0.24,0.43,0.24,0.42,0.15,0.43,0.07,0.5,0.24,0.5,0.15,0.48,0.09,0.43,0.48,0.44,0.7,0.46,0.87,0.49,0.48,0.5,0.7,0.51,0.87,0.45,0.15,0.46,0.15,0.44,0.17,0.48,0.15,1
